STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,EBOOK,F_EBOOK,AUDIO_PH,F_AUD_PH,AUDIO_DL,F_AUD_DL,VIDEO_PH,F_VID_PH,VIDEO_DL,F_VID_DL,EC_LO_OT,F_EC_L_O,EC_ST,F_EC_ST,ELECCOLL,F_ELECOL,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,VISITRPT,REFERENC,F_REFER,REFERRPT,REGBOR,F_REGBOR,TOTCIR,F_TOTCIR,KIDCIRCL,F_KIDCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,ELINFO,F_ELINFO,ELCONT,F_ELCONT,TOTCOLL,F_TOTCOL,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,KIDPRO,F_KIDPRO,YAPRO,F_YAPRO,TOTATTEN,F_TOTATT,KIDATTEN,F_KIDATT,YAATTEN,F_YAATT,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,WIFISESS,F_WIFISS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE,C19CLOSE,C19PUBSV,C19ELMAT,C19ECRD1,C19ECRD2,C19REFER,C19OUTSD,C19LIVEP,C19RECDP,C19XWIF1,C19XWIF2,C19XWIF3,C19STOTH
IA,IA0016,AP,WILSON MEMORIAL LIBRARY,109 E WASHINGTON AVE,KEOTA,52248,9700,109 E WASHINGTON AVE,KEOTA,52248,9700,KEOKUK,6416363850,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,1350,R_20,1336,1,R_20,0,R_20,0,R_20,0,R_20,0.95,R_20,0.1,R_20,1.05,R_20,47195,R_20,1768,R_20,0,R_20,6187,R_20,55150,R_20,-9,H_20,-9,H_20,-9,H_20,10471,R_20,537,R_20,1025,R_20,12033,R_20,-9,H_20,81895,R_20,0,R_20,0,R_20,8722,R_20,0,R_20,8722,R_20,8722,R_20,10784,R_20,59781,R_20,35,R_20,27368,R_20,840,R_20,50,R_20,0,R_20,45,R_20,45,R_20,1996,R_20,4549,R_20,CT,1936,R_20,ES,402,R_20,5747,R_20,599,R_20,1066,R_20,4681,R_20,5,R_20,1071,R_20,5752,R_20,28,R_20,65,R_20,44,R_20,19,R_20,1,R_20,920,R_20,575,R_20,30,R_20,8,R_20,617,R_20,842,R_20,702,2021,04,1,00,00,00,-91.95399895,41.36666464,19,107,40980,10085,43,43,801,1005,1902,-4,N,E,100,POINTADDRESS,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N
IA,IA0017,AQ,LAMONI PUBLIC LIBRARY,301 W MAIN,LAMONI,50140,1266,301 W MAIN,LAMONI,50140,1266,DECATUR,6417846686,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,4336,R_20,4291,1,R_20,0,R_20,0,R_20,1,R_20,1.88,R_20,0.15,R_20,2.03,R_20,88384,R_20,2211,R_20,0,R_20,3300,R_20,93895,R_20,55240,R_20,26709,R_20,81949,R_20,8970,R_20,1092,R_20,922,R_20,10984,R_20,6958,R_20,99891,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,29252,R_20,59781,R_20,1440,R_20,27368,R_20,1782,R_20,50,R_20,1,R_20,45,R_20,46,R_20,1794,R_20,9630,R_20,CT,805,R_20,ES,922,R_20,29249,R_20,11950,R_20,3489,R_20,25760,R_20,189,R_20,3678,R_20,29438,R_20,182,R_20,222,R_20,121,R_20,59,R_20,6,R_20,2098,R_20,1329,R_20,48,R_20,9,R_20,1277,R_20,2653,R_20,1264,2021,04,1,00,00,00,-93.93643371,40.62366605,19,053,42960,7769,43,43,9602,2044,1902,-4,N,E,99.01,POINTADDRESS,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N
IA,IA0018,AR,LEON PUBLIC LIBRARY,200 W 1ST ST,LEON,50144,1355,200 W 1ST ST,LEON,50144,1355,DECATUR,6414466332,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,2854,R_20,2824,1,R_20,0,R_20,0,R_20,0,R_20,1.35,R_20,0.5,R_20,1.85,R_20,55657,R_20,1766,R_20,0,R_20,7819,R_20,65242,R_20,-9,H_20,-9,H_20,-9,H_20,3911,R_20,1240,R_20,1662,R_20,6813,R_20,-9,H_20,69235,R_20,0,R_20,7794,R_20,0,R_20,5000,R_20,12794,R_20,8801,R_20,7622,R_20,59781,R_20,540,R_20,27368,R_20,827,R_20,50,R_20,1,R_20,45,R_20,46,R_20,1768,R_20,5887,R_20,CT,780,R_20,ES,1748,R_20,9429,R_20,4362,R_20,2456,R_20,6973,R_20,216,R_20,2672,R_20,9645,R_20,21,R_20,251,R_20,451,R_20,379,R_20,0,R_20,4593,R_20,3889,R_20,0,R_20,7,R_20,1661,R_20,1823,R_20,1535,2021,04,1,00,00,00,-93.74815488,40.73952214,19,053,44535,7769,43,43,9603,1089,1902,-4,N,E,100,POINTADDRESS,Y,Y,N,N,N,Y,Y,Y,M,Y,Y,N,N
IA,IA0019,AS,MORAVIA PUBLIC LIBRARY,100 E CHARITON,MORAVIA,52571,9530,PO BOX 398,MORAVIA,52571,0398,APPANOOSE,6417243440,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,895,R_20,886,1,R_20,0,R_20,0,R_20,0,R_20,0.7,R_20,0.19,R_20,0.89,R_20,23863,R_20,1552,R_20,0,R_20,249,R_20,25664,R_20,-9,H_20,-9,H_20,-9,H_20,1991,R_20,465,R_20,0,R_20,2456,R_20,-9,H_20,26012,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,13095,R_20,59781,R_20,564,R_20,27368,R_20,595,R_20,50,R_20,0,R_20,45,R_20,45,R_20,1428,R_20,2035,R_20,CT,195,IG16,M,398,R_20,4511,R_20,485,R_20,1054,R_20,3457,R_20,0,R_20,1054,R_20,4511,R_20,84,R_20,2,R_20,3,R_20,3,R_20,0,R_20,112,R_20,112,R_20,0,R_20,7,R_20,174,R_20,0,R_20,1960,2021,04,2,00,00,00,-92.81450485,40.89116786,19,007,53985,12430,42,42,9501,1031,1902,-4,N,E,99.01,STREETADDRESS,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N
IA,IA0020,AT,GARRETT MEMORIAL LIBRARY,123 S MAIN ST,MOULTON,52572,1327,123 S MAIN ST,MOULTON,52572,1327,APPANOOSE,6416423664,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,812,R_20,803,1,R_20,0,R_20,0,R_20,0,R_20,0.5,R_20,0.08,R_20,0.58,R_20,17918,R_20,1418,R_20,0,R_20,2329,R_20,21665,R_20,-9,H_20,-9,H_20,-9,H_20,1508,R_20,451,R_20,0,R_20,1959,R_20,-9,H_20,20742,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,504,R_20,8675,R_20,59781,R_20,174,R_20,27368,R_20,554,R_20,50,R_20,0,R_20,45,R_20,45,R_20,1162,R_20,1349,R_20,CT,165,R_20,CT,525,R_20,2097,R_20,410,R_20,722,R_20,1375,R_20,323,R_20,1045,R_20,2420,R_20,46,R_20,22,R_20,19,R_20,14,R_20,3,R_20,456,R_20,401,R_20,9,R_20,4,R_20,193,R_20,0,R_20,581,2021,04,1,00,00,00,-92.67707744,40.68463517,19,007,54390,12430,42,42,9501,2256,1902,-4,N,E,100,STREETADDRESS,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N
IA,IA0021,AU,MOUNT AYR PUBLIC LIBRARY,121 W MONROE,MOUNT AYR,50854,1826,121 W MONROE,MOUNT AYR,50854,1826,RINGGOLD,6414642159,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,4056,R_20,4013,1,R_20,0,R_20,0,R_20,0.23,IQ20,2.03,IQ20,0.81,IQ20,2.84,IT20,177827,IQ20,2328,IM20,0,IM20,4713,IM20,184868,IT20,91649,IQ20,28287,IQ20,119936,IT20,16102,IQ20,2262,IQ20,3595,IQ20,21959,IT20,41423,IQ20,183318,IT20,0,IM20,0,IM20,0,IM20,0,IM20,0,IM20,29703,IQ20,24406,IQ20,43696,IG17,991,IQ20,15998,IP17,2181,IQ20,96,IG17,3,IQ20,0,R_20,3,IY20,-1,U_20,14646,IQ20,M,2401,IQ20,M,2707,IQ20,26824,IT20,9448,IQ20,4205,IB20,22619,IB20,24,IM20,4229,IT20,26848,IT20,1414,IQ20,1043,IQ20,149,IQ20,90,IQ20,12,IQ20,2598,IQ20,1924,IQ20,125,IQ20,44,IQ20,2640,IQ20,2398,ID20,-1,2021,04,4,25,00,00,-94.2385543,40.71380055,19,159,54480,4801,43,43,9502,2028,1903,-4,N,E,99.01,POINTADDRESS,M,M,M,M,M,M,M,M,M,M,M,M,M
IA,IA0023,AW,OSCEOLA PUBLIC LIBRARY,300 S FILLMORE ST,OSCEOLA,50213,1414,300 S FILLMORE ST,OSCOELA,50213,1414,CLARKE,6413422237,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,8328,R_20,8241,1,R_20,0,R_20,0,R_20,1,R_20,3.5,R_20,0.05,R_20,3.55,R_20,183998,R_20,4314,R_20,0,R_20,1655,R_20,189967,R_20,135648,R_20,54632,IQ20,190280,IT20,15050,R_20,1360,R_20,1620,R_20,18030,R_20,21200,R_20,229510,IT20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,8750,R_20,30085,R_20,59781,R_20,549,R_20,27368,R_20,432,R_20,50,R_20,3,R_20,45,R_20,48,R_20,2054,R_20,10780,R_20,ES,1460,R_20,ES,2014,R_20,27663,R_20,9990,R_20,4927,R_20,22736,R_20,557,R_20,5484,R_20,28220,R_20,60,R_20,358,R_20,135,R_20,79,R_20,5,R_20,3386,R_20,1733,R_20,23,R_20,6,R_20,4532,R_20,0,R_20,17165,2021,04,2,00,00,00,-93.76759402,41.03178368,19,039,59835,9353,32,32,9601,4043,1902,-4,N,E,100,POINTADDRESS,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N
IA,IA0024,AX,OSKALOOSA PUBLIC LIBRARY,301 S MARKET,OSKALOOSA,52577,3350,301 S MARKET,OSKALOOSA,52577,3350,MAHASKA,6416730441,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,22296,R_20,22062,1,R_20,0,R_20,0,R_20,1,R_20,2,R_20,10.2,R_20,12.2,R_20,511306,R_20,8655,R_20,0,R_20,57000,R_20,576961,R_20,279596,R_20,95038,R_20,374634,R_20,46634,R_20,5816,R_20,9604,R_20,62054,R_20,117340,R_20,554028,R_20,0,R_20,0,R_20,0,R_20,43965,R_20,43965,R_20,43965,R_20,52005,R_20,59781,R_20,3161,R_20,27368,R_20,6338,R_20,50,R_20,2,R_20,45,R_20,47,R_20,2087,R_20,47457,R_20,CT,2897,R_20,CT,8026,R_20,114948,R_20,47606,R_20,12149,R_20,102799,R_20,257,R_20,12406,R_20,115205,R_20,391,R_20,76,R_20,360,R_20,214,R_20,77,R_20,2374,R_20,1308,R_20,390,R_20,22,R_20,5197,R_20,3436,R_20,73920,2021,04,1,00,00,00,-92.64509475,41.29319898,19,123,59925,22370,33,33,9507,2007,1902,36820,1,E,99.01,POINTADDRESS,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N
IA,IA0025,AY,RICHLAND PUBLIC LIBRARY,100 E MAIN,RICHLAND,52585,9536,PO BOX 160,RICHLAND,52585,0160,KEOKUK,3194566541,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,1352,R_20,1338,1,R_20,0,R_20,0,R_20,0,R_20,0.5,R_20,0,R_20,0.5,R_20,28354,R_20,2334,R_20,0,R_20,1439,R_20,32127,R_20,-9,H_20,-9,H_20,-9,H_20,2152,R_20,448,R_20,1135,R_20,3735,R_20,-9,H_20,31721,R_20,3626,R_20,0,R_20,0,R_20,5000,R_20,8626,R_20,8626,R_20,7709,R_20,59781,R_20,301,R_20,27368,R_20,1247,R_20,50,R_20,0,R_20,45,R_20,45,R_20,1033,R_20,3960,R_20,ES,173,R_20,ES,358,R_20,12311,R_20,4092,R_20,1372,R_20,10939,R_20,243,R_20,1615,R_20,12554,R_20,82,R_20,135,R_20,69,R_20,45,R_20,8,R_20,618,R_20,420,R_20,58,R_20,3,R_20,798,R_20,248,R_20,2031,2021,04,1,00,00,00,-91.99297086,41.18446801,19,107,66720,10085,43,43,804,2141,1902,-4,N,E,99.01,POINTADDRESS,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N
IA,IA0026,AZ,SEYMOUR COMMUNITY LIBRARY,123 N 5TH ST,SEYMOUR,52590,1403,123 N 5TH ST,SEYMOUR,52590,1403,WAYNE,6418982966,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,1433,R_20,1418,1,R_20,0,R_20,0,R_20,0,R_20,0.5,R_20,0,R_20,0.5,R_20,13614,R_20,56,R_20,0,R_20,2125,R_20,15795,R_20,-9,H_20,-9,H_20,-9,H_20,1705,R_20,0,R_20,0,R_20,1705,R_20,-9,H_20,16683,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,10751,R_20,0,R_20,217,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,1112,R_20,2700,R_20,CT,830,R_20,CT,645,R_20,5626,R_20,2253,R_20,0,R_20,5626,R_20,0,R_20,0,R_20,5626,R_20,39,R_20,87,R_20,8,R_20,8,R_20,0,R_20,123,R_20,123,R_20,0,R_20,1,R_20,445,R_20,0,R_20,0,2021,04,1,00,00,00,-93.12109733,40.68195913,19,185,71760,6415,43,43,703,2062,1902,-4,N,E,100,POINTADDRESS,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N
IA,IA0027,BA,DES MOINES PUBLIC LIBRARY,1000 GRAND AVE,DES MOINES,50309,3027,1000 GRAND AVE,DES MOINES,50309,3027,POLK,5152834152,ME,CI,MO,Y,CI2,N,07/01/2019,06/30/2020,207329,R_20,205156,1,R_20,5,R_20,0,R_20,38,R_20,38,R_20,36,R_20,74,R_20,7377392,R_20,102275,R_20,0,R_20,561034,R_20,8040701,R_20,4460550,R_20,1506130,R_20,5966680,R_20,495242,R_20,501631,R_20,133411,R_20,1130284,R_20,1353029,R_20,8449993,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,370195,R_20,25271,R_20,49224,R_20,49224,R_20,31486,R_20,0,R_20,42,R_20,0,R_20,42,R_20,12176,R_20,658588,R_20,CT,129828,R_20,CT,93899,R_20,1021106,R_20,301080,R_20,251141,R_20,769965,R_20,123057,R_20,374198,R_20,1144163,R_20,1419,R_20,161,R_20,2141,R_20,1583,R_20,160,R_20,42567,R_20,32134,R_20,1435,R_20,159,R_20,89798,R_20,290455,R_20,1485328,2021,04,1,00,00,00,-93.63099314,41.58647959,19,153,21000,494281,12,12,51.01,2016,1903,19780,0,E,100,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
IA,IA0028,BB,ROY R. ESTLE MEMORIAL LIBRARY,1308 WALNUT ST,DALLAS CENTER,50063,7746,PO BOX 521,DALLAS CENTER,50063,0521,DALLAS,5159923185,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,2489,R_20,2463,1,R_20,0,R_20,0,R_20,0,R_20,2.14,R_20,0,R_20,2.14,R_20,133692,R_20,2221,R_20,0,R_20,1275,R_20,137188,R_20,70752,R_20,30767,R_20,101519,R_20,11394,R_20,665,R_20,1557,R_20,13616,R_20,15505,R_20,130640,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,16434,R_20,59781,R_20,862,R_20,27368,R_20,1206,R_20,50,R_20,0,R_20,45,R_20,45,R_20,2548,R_20,22500,R_20,ES,106,R_20,CT,1962,R_20,18405,R_20,9236,R_20,2098,R_20,16307,R_20,0,R_20,2098,R_20,18405,R_20,147,R_20,211,R_20,86,R_20,61,R_20,2,R_20,2630,R_20,1579,R_20,605,R_20,4,R_20,2050,R_20,0,R_20,47059,2021,04,1,00,00,00,-93.96047653,41.68434451,19,049,18255,96963,42,42,502,1029,1903,19780,0,E,100,POINTADDRESS,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N
IA,IA0029,BC,DEXTER PUBLIC LIBRARY,724 MARSHALL,DEXTER,50070,1030,PO BOX 37,DEXTER,50070,0037,DALLAS,5157894490,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,1365,R_20,1351,1,R_20,0,R_20,0,R_20,0,R_20,0.65,R_20,0.35,R_20,1,R_20,43780,R_20,1683,R_20,0,R_20,218,R_20,45681,R_20,-9,H_20,-9,H_20,-9,H_20,8573,R_20,62,R_20,828,R_20,9463,R_20,-9,H_20,45681,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,7805,R_20,59864,R_20,179,R_20,27368,R_20,1060,R_20,50,R_20,0,R_20,45,R_20,45,R_20,1534,R_20,7050,R_20,CT,936,R_20,ES,444,R_20,9694,R_20,1836,R_20,12,R_20,9682,R_20,0,R_20,12,R_20,9694,R_20,33,R_20,34,R_20,41,R_20,21,R_20,9,R_20,1049,R_20,879,R_20,27,R_20,5,R_20,1152,R_20,480,R_20,0,2021,04,1,00,00,00,-94.22815923,41.51684655,19,049,21225,96963,42,42,506,2102,1903,19780,0,E,99,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N
IA,IA0030,BD,GRANGER PUBLIC LIBRARY,2216 BROADWAY,GRANGER,50109,7716,PO BOX 399,GRANGER,50109,0399,DALLAS,5159992088,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,1996,R_20,1975,1,R_20,0,R_20,0,R_20,0,R_20,0.83,R_20,0.93,R_20,1.76,R_20,127571,R_20,2260,R_20,0,R_20,0,R_20,129831,R_20,-9,H_20,-9,H_20,-9,H_20,9195,R_20,586,R_20,3560,R_20,13341,R_20,-9,H_20,114467,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,10557,R_20,59781,R_20,77,R_20,27368,R_20,1064,R_20,50,R_20,0,R_20,45,R_20,45,R_20,1221,R_20,5267,R_20,CT,222,R_20,CT,1609,R_20,12090,R_20,4743,R_20,3086,R_20,9004,R_20,239,R_20,3325,R_20,12329,R_20,449,R_20,137,R_20,161,R_20,97,R_20,6,R_20,3600,R_20,2502,R_20,106,R_20,4,R_20,201,R_20,2477,R_20,7840,2021,04,1,00,00,00,-93.82049498,41.75959753,19,049,32160,96963,41,41,501,2013,1903,19780,0,E,99,POINTADDRESS,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N
IA,IA0031,BE,LINDEN PUBLIC LIBRARY,131 S MAIN ST,LINDEN,50146,7715,PO BOX 18,LINDEN,50146,0018,DALLAS,6417442124,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,438,R_20,433,1,R_20,0,R_20,0,R_20,0,R_20,0,R_20,1,R_20,1,R_20,13709,R_20,0,R_20,0,R_20,3234,R_20,16943,R_20,-9,H_20,-9,H_20,-9,H_20,321,R_20,429,R_20,207,R_20,957,R_20,-9,H_20,19369,IT20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,6953,R_20,59781,R_20,0,R_20,27368,R_20,277,R_20,50,R_20,0,R_20,45,R_20,45,R_20,921,R_20,2345,R_20,CT,104,R_20,ES,92,R_20,2657,R_20,814,R_20,173,R_20,2484,R_20,0,R_20,173,R_20,2657,R_20,0,R_20,9,R_20,67,R_20,51,R_20,0,R_20,865,R_20,431,R_20,0,R_20,1,R_20,389,R_20,300,R_20,112,2021,04,2,00,00,00,-94.26962702,41.64274882,19,049,45390,96963,42,42,505,1284,1903,19780,0,E,100,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y
IA,IA0032,BF,MINBURN PUBLIC LIBRARY,618 5TH ST,MINBURN,50167,7707,618 5TH ST,MINBURN,50167,7707,DALLAS,5156772712,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,425,R_20,421,1,R_20,0,R_20,0,R_20,0,R_20,0.7,R_20,0.23,R_20,0.93,R_20,32107,R_20,1378,R_20,0,R_20,915,R_20,34400,R_20,-9,H_20,-9,H_20,-9,H_20,5200,R_20,402,R_20,700,R_20,6302,R_20,-9,H_20,35713,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,6104,R_20,59781,R_20,231,R_20,27368,R_20,1225,R_20,50,R_20,0,R_20,45,R_20,45,R_20,1332,R_20,1689,R_20,CT,56,R_20,CT,701,R_20,2485,R_20,906,R_20,725,R_20,1760,R_20,0,R_20,725,R_20,2485,R_20,71,R_20,133,R_20,121,R_20,57,R_20,38,R_20,1523,R_20,758,R_20,16,R_20,4,R_20,155,R_20,0,R_20,1164,2021,04,1,00,00,07,-94.02856332,41.75899865,19,049,52545,96963,42,42,502,2109,1903,19780,0,E,100,POINTADDRESS,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N
IA,IA0033,BG,PERRY PUBLIC LIBRARY,1101 WILLIS AVE,PERRY,50220,1666,1101 WILLIS AVE,PERRY,50220,1666,DALLAS,5154653569,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,9155,R_20,9059,1,R_20,0,R_20,0,R_20,0,R_20,4,R_20,2.65,R_20,6.65,R_20,468318,R_20,5634,R_20,0,R_20,80425,R_20,554377,R_20,223920,R_20,91762,R_20,315682,R_20,36361,R_20,12881,R_20,9611,R_20,58853,R_20,179842,R_20,554377,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,34452,R_20,59796,R_20,1500,R_20,27385,R_20,4086,R_20,50,R_20,7,R_20,45,R_20,52,R_20,2987,R_20,51372,R_20,CT,2974,R_20,CT,5167,R_20,65369,R_20,20111,R_20,6418,R_20,58951,R_20,2400,R_20,8818,R_20,67769,R_20,221,R_20,196,R_20,620,R_20,498,R_20,18,R_20,10741,R_20,6754,R_20,175,R_20,22,R_20,7392,R_20,7347,R_20,15496,2021,04,1,00,00,00,-94.10665991,41.83841515,19,049,62355,96963,32,32,504,1007,1903,19780,0,E,100,STREETADDRESS,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y
IA,IA0035,BI,VAN METER PUBLIC LIBRARY,505 GRANT,VAN METER,50261,7707,PO BOX 160,VAN METER,50261,0160,DALLAS,5159962435,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,1141,R_20,1129,1,R_20,0,R_20,0,R_20,1,R_20,1,R_20,0.5,R_20,1.5,R_20,81020,R_20,942,R_20,0,R_20,417,R_20,82379,R_20,-9,H_20,-9,H_20,-9,H_20,4800,R_20,539,R_20,1160,R_20,6499,R_20,-9,H_20,75795,IT20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,8592,R_20,59781,R_20,194,R_20,27368,R_20,2044,R_20,50,R_20,0,R_20,45,R_20,45,R_20,2216,R_20,3933,R_20,CT,488,R_20,CT,1312,R_20,5357,R_20,2334,R_20,1283,R_20,4074,R_20,30,R_20,1313,R_20,5387,R_20,13,R_20,55,R_20,34,R_20,10,R_20,15,R_20,326,R_20,87,R_20,61,R_20,4,R_20,223,R_20,1060,R_20,0,2021,04,2,00,00,00,-93.95438264,41.53311306,19,049,80445,96963,41,41,509.02,3055,1903,19780,0,E,99,POINTADDRESS,Y,Y,N,Y,N,Y,N,N,N,Y,Y,N,N
IA,IA0036,BJ,WAUKEE PUBLIC LIBRARY,950 WARRIOR LN,WAUKEE,50263,9589,PO BOX 68,WAUKEE,50263,0068,DALLAS,5159787944,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,18800,R_20,18603,1,R_20,0,R_20,0,R_20,5,R_20,10.88,R_20,0.88,R_20,11.76,R_20,1027597,R_20,27253,R_20,0,R_20,28037,R_20,1082887,R_20,563593,R_20,209965,R_20,773558,R_20,47074,R_20,33888,R_20,7039,R_20,88001,R_20,160726,R_20,1022285,R_20,72880,R_20,0,R_20,0,R_20,9266,R_20,82146,R_20,82146,R_20,33130,R_20,59948,R_20,1457,R_20,27432,R_20,4680,R_20,77,R_20,12,R_20,45,R_20,57,R_20,2283,R_20,83678,R_20,CT,3288,R_20,ES,5046,R_20,172694,R_20,93146,R_20,30467,R_20,142227,R_20,10496,R_20,40963,R_20,183190,R_20,171,R_20,1077,R_20,757,R_20,598,R_20,57,R_20,16009,R_20,13841,R_20,729,R_20,7,R_20,5250,R_20,0,R_20,79154,2021,04,1,00,00,00,-93.87224745,41.60458199,19,049,82695,96963,21,21,509.01,2007,1903,19780,0,E,100,POINTADDRESS,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N
IA,IA0037,BK,WOODWARD PUBLIC LIBRARY,118 S MAIN ST,WOODWARD,50276,7707,PO BOX 510,WOODWARD,50276,0510,DALLAS,5154382636,ME,CI,SO,Y,CI2,N,07/01/2019,06/30/2020,1739,R_20,1721,1,R_20,0,R_20,0,R_20,0,R_20,1.51,R_20,0,R_20,1.51,R_20,75590,R_20,1861,R_20,0,R_20,5500,R_20,82951,R_20,-9,H_20,-9,H_20,-9,H_20,6871,R_20,633,R_20,1110,R_20,8614,R_20,-9,H_20,77178,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,17387,R_20,59781,R_20,784,R_20,27368,R_20,444,R_20,50,R_20,0,R_20,45,R_20,45,R_20,2213,R_20,7015,R_20,CT,5,R_20,CT,1831,R_20,6342,R_20,649,R_20,1561,R_20,4781,R_20,121,R_20,1682,R_20,6463,R_20,106,R_20,190,R_20,128,R_20,54,R_20,35,R_20,1756,R_20,737,R_20,394,R_20,4,R_20,400,R_20,825,R_20,2424,2021,04,1,00,00,00,-93.92202908,41.85710799,19,049,86970,96963,42,42,501,3026,1903,19780,0,E,100,POINTADDRESS,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N
